province,year,mean_day_of_year,median_day_of_year,std_day_of_year,min_day_of_year,max_day_of_year,station_count,record_count
埼玉県,1962,100.0,100.0,,100,100,1,1
埼玉県,1963,101.0,101.0,,101,101,1,1
埼玉県,1964,99.0,99.0,,99,99,1,1
埼玉県,1965,103.0,103.0,,103,103,1,1
埼玉県,1966,97.0,97.0,,97,97,1,1
埼玉県,1967,95.0,95.0,,95,95,1,1
埼玉県,1968,97.0,97.0,,97,97,1,1
埼玉県,1969,103.0,103.0,,103,103,1,1
埼玉県,1970,106.0,106.0,,106,106,1,1
埼玉県,1971,98.0,98.0,,98,98,1,1
埼玉県,1972,94.0,94.0,,94,94,1,1
埼玉県,1973,99.0,99.0,,99,99,1,1
埼玉県,1974,102.0,102.0,,102,102,1,1
埼玉県,1975,101.0,101.0,,101,101,1,1
埼玉県,1976,101.0,101.0,,101,101,1,1
埼玉県,1977,93.0,93.0,,93,93,1,1
埼玉県,1978,101.0,101.0,,101,101,1,1
埼玉県,1979,93.0,93.0,,93,93,1,1
埼玉県,1980,103.0,103.0,,103,103,1,1
埼玉県,1981,97.0,97.0,,97,97,1,1
埼玉県,1982,93.0,93.0,,93,93,1,1
埼玉県,1983,100.0,100.0,,100,100,1,1
埼玉県,1984,111.0,111.0,,111,111,1,1
埼玉県,1985,99.0,99.0,,99,99,1,1
埼玉県,1986,102.0,102.0,,102,102,1,1
埼玉県,1987,94.0,94.0,,94,94,1,1
埼玉県,1988,104.0,104.0,,104,104,1,1
埼玉県,1989,94.0,94.0,,94,94,1,1
埼玉県,1990,91.0,91.0,,91,91,1,1
埼玉県,1991,98.0,98.0,,98,98,1,1
埼玉県,1992,92.0,92.0,,92,92,1,1
埼玉県,1993,94.0,94.0,,94,94,1,1
埼玉県,1994,96.0,96.0,,96,96,1,1
埼玉県,1995,99.0,99.0,,99,99,1,1
埼玉県,1996,100.0,100.0,,100,100,1,1
埼玉県,1997,94.0,94.0,,94,94,1,1
埼玉県,1998,97.0,97.0,,97,97,1,1
埼玉県,1999,95.0,95.0,,95,95,1,1
埼玉県,2000,99.0,99.0,,99,99,1,1
埼玉県,2001,93.0,93.0,,93,93,1,1
埼玉県,2002,81.0,81.0,,81,81,1,1
埼玉県,2003,94.0,94.0,,94,94,1,1
埼玉県,2004,91.0,91.0,,91,91,1,1
埼玉県,2005,98.0,98.0,,98,98,1,1
埼玉県,2006,93.0,93.0,,93,93,1,1
埼玉県,2007,91.0,91.0,,91,91,1,1
埼玉県,2008,89.0,89.0,,89,89,1,1
埼玉県,2009,95.0,95.0,,95,95,1,1
埼玉県,2010,96.0,96.0,,96,96,1,1
埼玉県,2011,98.0,98.0,,98,98,1,1
埼玉県,2012,101.0,101.0,,101,101,1,1
埼玉県,2013,85.0,85.0,,85,85,1,1
埼玉県,2014,91.0,91.0,,91,91,1,1
埼玉県,2015,89.0,89.0,,89,89,1,1
埼玉県,2016,92.0,92.0,,92,92,1,1
埼玉県,2017,97.0,97.0,,97,97,1,1
埼玉県,2018,85.0,85.0,,85,85,1,1
埼玉県,2019,94.0,94.0,,94,94,1,1
埼玉県,2020,85.0,85.0,,85,85,1,1
埼玉県,2021,88.0,88.0,,88,88,1,1
埼玉県,2022,89.0,89.0,,89,89,1,1
埼玉県,2023,85.0,85.0,,85,85,1,1
埼玉県,2024,99.0,99.0,,99,99,1,1
埼玉県,2025,97.0,97.0,,97,97,1,1
大分県,1953,96.0,96.0,,96,96,1,1
大分県,1954,93.0,93.0,,93,93,1,1
大分県,1955,92.0,92.0,,92,92,1,1
大分県,1956,100.0,100.0,,100,100,1,1
大分県,1957,99.0,99.0,,99,99,1,1
大分県,1958,97.0,97.0,,97,97,1,1
大分県,1959,92.0,92.0,,92,92,1,1
大分県,1960,96.0,96.0,,96,96,1,1
大分県,1961,96.0,96.0,,96,96,1,1
大分県,1962,101.0,101.0,,101,101,1,1
大分県,1963,99.0,99.0,,99,99,1,1
大分県,1964,97.0,97.0,,97,97,1,1
大分県,1965,101.0,101.0,,101,101,1,1
大分県,1966,92.0,92.0,,92,92,1,1
大分県,1967,93.0,93.0,,93,93,1,1
大分県,1968,95.0,95.0,,95,95,1,1
大分県,1969,100.0,100.0,,100,100,1,1
大分県,1970,101.0,101.0,,101,101,1,1
大分県,1971,95.0,95.0,,95,95,1,1
大分県,1972,97.0,97.0,,97,97,1,1
大分県,1973,92.0,92.0,,92,92,1,1
大分県,1974,92.0,92.0,,92,92,1,1
大分県,1975,96.0,96.0,,96,96,1,1
大分県,1976,101.0,101.0,,101,101,1,1
大分県,1977,89.0,89.0,,89,89,1,1
大分県,1978,99.0,99.0,,99,99,1,1
大分県,1979,98.0,98.0,,98,98,1,1
大分県,1980,96.0,96.0,,96,96,1,1
大分県,1981,91.0,91.0,,91,91,1,1
大分県,1982,86.0,86.0,,86,86,1,1
大分県,1983,95.0,95.0,,95,95,1,1
大分県,1984,100.0,100.0,,100,100,1,1
大分県,1985,95.0,95.0,,95,95,1,1
大分県,1986,94.0,94.0,,94,94,1,1
大分県,1987,96.0,96.0,,96,96,1,1
大分県,1988,103.0,103.0,,103,103,1,1
大分県,1989,91.0,91.0,,91,91,1,1
大分県,1990,86.0,86.0,,86,86,1,1
大分県,1991,95.0,95.0,,95,95,1,1
大分県,1992,94.0,94.0,,94,94,1,1
大分県,1993,98.0,98.0,,98,98,1,1
大分県,1994,95.0,95.0,,95,95,1,1
大分県,1995,97.0,97.0,,97,97,1,1
大分県,1996,98.0,98.0,,98,98,1,1
大分県,1997,91.0,91.0,,91,91,1,1
大分県,1998,92.0,92.0,,92,92,1,1
大分県,1999,98.0,98.0,,98,98,1,1
大分県,2000,94.0,94.0,,94,94,1,1
大分県,2001,94.0,94.0,,94,94,1,1
大分県,2002,87.0,87.0,,87,87,1,1
大分県,2003,92.0,92.0,,92,92,1,1
大分県,2004,94.0,94.0,,94,94,1,1
大分県,2005,98.0,98.0,,98,98,1,1
大分県,2006,93.0,93.0,,93,93,1,1
大分県,2007,94.0,94.0,,94,94,1,1
大分県,2008,95.0,95.0,,95,95,1,1
大分県,2009,87.0,87.0,,87,87,1,1
大分県,2010,88.0,88.0,,88,88,1,1
大分県,2011,95.0,95.0,,95,95,1,1
大分県,2012,94.0,94.0,,94,94,1,1
大分県,2013,84.0,84.0,,84,84,1,1
大分県,2014,89.0,89.0,,89,89,1,1
大分県,2015,93.0,93.0,,93,93,1,1
大分県,2016,99.0,99.0,,99,99,1,1
大分県,2017,103.0,103.0,,103,103,1,1
大分県,2018,89.0,89.0,,89,89,1,1
大分県,2019,96.0,96.0,,96,96,1,1
大分県,2020,99.0,99.0,,99,99,1,1
大分県,2021,89.0,89.0,,89,89,1,1
大分県,2022,91.0,91.0,,91,91,1,1
大分県,2023,93.0,93.0,,93,93,1,1
大分県,2024,96.0,96.0,,96,96,1,1
大分県,2025,94.0,94.0,,94,94,1,1
大阪府,1957,100.0,100.0,,100,100,1,1
大阪府,1959,93.0,93.0,,93,93,1,1
大阪府,1960,100.0,100.0,,100,100,1,1
大阪府,1962,99.0,99.0,,99,99,1,1
大阪府,1965,105.0,105.0,,105,105,1,1
大阪府,1966,95.0,95.0,,95,95,1,1
大阪府,1967,93.0,93.0,,93,93,1,1
大阪府,1968,95.0,95.0,,95,95,1,1
大阪府,1969,100.0,100.0,,100,100,1,1
大阪府,1970,104.0,104.0,,104,104,1,1
大阪府,1971,97.0,97.0,,97,97,1,1
大阪府,1972,96.0,96.0,,96,96,1,1
大阪府,1973,95.0,95.0,,95,95,1,1
大阪府,1974,98.0,98.0,,98,98,1,1
大阪府,1975,99.0,99.0,,99,99,1,1
大阪府,1976,98.0,98.0,,98,98,1,1
大阪府,1977,91.0,91.0,,91,91,1,1
大阪府,1978,100.0,100.0,,100,100,1,1
大阪府,1979,99.0,99.0,,99,99,1,1
大阪府,1980,100.0,100.0,,100,100,1,1
大阪府,1981,96.0,96.0,,96,96,1,1
大阪府,1982,90.0,90.0,,90,90,1,1
大阪府,1983,98.0,98.0,,98,98,1,1
大阪府,1984,107.0,107.0,,107,107,1,1
大阪府,1985,98.0,98.0,,98,98,1,1
大阪府,1986,99.0,99.0,,99,99,1,1
大阪府,1987,97.0,97.0,,97,97,1,1
大阪府,1988,102.0,102.0,,102,102,1,1
大阪府,1989,91.0,91.0,,91,91,1,1
大阪府,1990,89.0,89.0,,89,89,1,1
大阪府,1991,96.0,96.0,,96,96,1,1
大阪府,1992,93.0,93.0,,93,93,1,1
大阪府,1993,97.0,97.0,,97,97,1,1
大阪府,1994,96.0,96.0,,96,96,1,1
大阪府,1995,97.0,97.0,,97,97,1,1
大阪府,1996,100.0,100.0,,100,100,1,1
大阪府,1997,94.0,94.0,,94,94,1,1
大阪府,1998,93.0,93.0,,93,93,1,1
大阪府,1999,88.0,88.0,,88,88,1,1
大阪府,2000,99.0,99.0,,99,99,1,1
大阪府,2001,94.0,94.0,,94,94,1,1
大阪府,2002,87.0,87.0,,87,87,1,1
大阪府,2003,92.0,92.0,,92,92,1,1
大阪府,2004,93.0,93.0,,93,93,1,1
大阪府,2005,98.0,98.0,,98,98,1,1
大阪府,2006,94.0,94.0,,94,94,1,1
大阪府,2007,93.0,93.0,,93,93,1,1
大阪府,2008,93.0,93.0,,93,93,1,1
大阪府,2009,96.0,96.0,,96,96,1,1
大阪府,2010,94.0,94.0,,94,94,1,1
大阪府,2011,97.0,97.0,,97,97,1,1
大阪府,2012,100.0,100.0,,100,100,1,1
大阪府,2013,88.0,88.0,,88,88,1,1
大阪府,2014,92.0,92.0,,92,92,1,1
大阪府,2015,91.0,91.0,,91,91,1,1
大阪府,2016,92.0,92.0,,92,92,1,1
大阪府,2017,96.0,96.0,,96,96,1,1
大阪府,2018,85.0,85.0,,85,85,1,1
大阪府,2019,94.0,94.0,,94,94,1,1
大阪府,2020,94.0,94.0,,94,94,1,1
大阪府,2021,87.0,87.0,,87,87,1,1
大阪府,2022,89.0,89.0,,89,89,1,1
大阪府,2023,86.0,86.0,,86,86,1,1
大阪府,2024,97.0,97.0,,97,97,1,1
大阪府,2025,94.0,94.0,,94,94,1,1
奈良県,1954,94.0,94.0,,94,94,1,1
奈良県,1955,96.0,96.0,,96,96,1,1
奈良県,1956,98.0,98.0,,98,98,1,1
奈良県,1957,103.0,103.0,,103,103,1,1
奈良県,1958,98.0,98.0,,98,98,1,1
奈良県,1959,88.0,88.0,,88,88,1,1
奈良県,1960,95.0,95.0,,95,95,1,1
奈良県,1961,97.0,97.0,,97,97,1,1
奈良県,1962,99.0,99.0,,99,99,1,1
奈良県,1963,97.0,97.0,,97,97,1,1
奈良県,1964,98.0,98.0,,98,98,1,1
奈良県,1965,107.0,107.0,,107,107,1,1
奈良県,1966,98.0,98.0,,98,98,1,1
奈良県,1967,98.0,98.0,,98,98,1,1
奈良県,1968,99.0,99.0,,99,99,1,1
奈良県,1969,102.0,102.0,,102,102,1,1
奈良県,1970,107.0,107.0,,107,107,1,1
奈良県,1971,97.0,97.0,,97,97,1,1
奈良県,1972,97.0,97.0,,97,97,1,1
奈良県,1973,95.0,95.0,,95,95,1,1
奈良県,1974,98.0,98.0,,98,98,1,1
奈良県,1975,99.0,99.0,,99,99,1,1
奈良県,1976,96.0,96.0,,96,96,1,1
奈良県,1977,94.0,94.0,,94,94,1,1
奈良県,1978,101.0,101.0,,101,101,1,1
奈良県,1979,96.0,96.0,,96,96,1,1
奈良県,1980,99.0,99.0,,99,99,1,1
奈良県,1981,96.0,96.0,,96,96,1,1
奈良県,1982,91.0,91.0,,91,91,1,1
奈良県,1983,97.0,97.0,,97,97,1,1
奈良県,1984,107.0,107.0,,107,107,1,1
奈良県,1985,98.0,98.0,,98,98,1,1
奈良県,1986,100.0,100.0,,100,100,1,1
奈良県,1987,96.0,96.0,,96,96,1,1
奈良県,1988,105.0,105.0,,105,105,1,1
奈良県,1989,92.0,92.0,,92,92,1,1
奈良県,1990,87.0,87.0,,87,87,1,1
奈良県,1991,95.0,95.0,,95,95,1,1
奈良県,1992,92.0,92.0,,92,92,1,1
奈良県,1993,97.0,97.0,,97,97,1,1
奈良県,1994,96.0,96.0,,96,96,1,1
奈良県,1995,98.0,98.0,,98,98,1,1
奈良県,1996,99.0,99.0,,99,99,1,1
奈良県,1997,93.0,93.0,,93,93,1,1
奈良県,1998,90.0,90.0,,90,90,1,1
奈良県,1999,92.0,92.0,,92,92,1,1
奈良県,2000,101.0,101.0,,101,101,1,1
奈良県,2001,94.0,94.0,,94,94,1,1
奈良県,2002,85.0,85.0,,85,85,1,1
奈良県,2003,94.0,94.0,,94,94,1,1
奈良県,2004,90.0,90.0,,90,90,1,1
奈良県,2005,97.0,97.0,,97,97,1,1
奈良県,2006,95.0,95.0,,95,95,1,1
奈良県,2007,94.0,94.0,,94,94,1,1
奈良県,2008,94.0,94.0,,94,94,1,1
奈良県,2009,96.0,96.0,,96,96,1,1
奈良県,2010,92.0,92.0,,92,92,1,1
奈良県,2011,98.0,98.0,,98,98,1,1
奈良県,2012,100.0,100.0,,100,100,1,1
奈良県,2013,88.0,88.0,,88,88,1,1
奈良県,2014,91.0,91.0,,91,91,1,1
奈良県,2015,90.0,90.0,,90,90,1,1
奈良県,2016,93.0,93.0,,93,93,1,1
奈良県,2017,98.0,98.0,,98,98,1,1
奈良県,2018,88.0,88.0,,88,88,1,1
奈良県,2019,95.0,95.0,,95,95,1,1
奈良県,2020,94.0,94.0,,94,94,1,1
奈良県,2021,89.0,89.0,,89,89,1,1
奈良県,2022,90.0,90.0,,90,90,1,1
奈良県,2023,86.0,86.0,,86,86,1,1
奈良県,2024,99.0,99.0,,99,99,1,1
奈良県,2025,94.0,94.0,,94,94,1,1
宮城県,1953,107.0,107.0,,107,107,1,1
宮城県,1954,102.0,102.0,,102,102,1,1
宮城県,1955,106.0,106.0,,106,106,1,1
宮城県,1956,110.0,110.0,,110,110,1,1
宮城県,1957,111.0,111.0,,111,111,1,1
宮城県,1958,105.0,105.0,,105,105,1,1
宮城県,1959,100.0,100.0,,100,100,1,1
宮城県,1960,108.0,108.0,,108,108,1,1
宮城県,1961,106.0,106.0,,106,106,1,1
宮城県,1962,111.0,111.0,,111,111,1,1
宮城県,1963,108.0,108.0,,108,108,1,1
宮城県,1964,110.0,110.0,,110,110,1,1
宮城県,1965,115.0,115.0,,115,115,1,1
宮城県,1966,108.0,108.0,,108,108,1,1
宮城県,1967,108.0,108.0,,108,108,1,1
宮城県,1968,105.0,105.0,,105,105,1,1
宮城県,1969,110.0,110.0,,110,110,1,1
宮城県,1970,115.0,115.0,,115,115,1,1
宮城県,1971,107.0,107.0,,107,107,1,1
宮城県,1972,107.0,107.0,,107,107,1,1
宮城県,1973,108.0,108.0,,108,108,1,1
宮城県,1974,114.0,114.0,,114,114,1,1
宮城県,1975,108.0,108.0,,108,108,1,1
宮城県,1976,110.0,110.0,,110,110,1,1
宮城県,1977,109.0,109.0,,109,109,1,1
宮城県,1978,115.0,115.0,,115,115,1,1
宮城県,1979,102.0,102.0,,102,102,1,1
宮城県,1980,111.0,111.0,,111,111,1,1
宮城県,1981,108.0,108.0,,108,108,1,1
宮城県,1982,106.0,106.0,,106,106,1,1
宮城県,1983,108.0,108.0,,108,108,1,1
宮城県,1984,124.0,124.0,,124,124,1,1
宮城県,1985,113.0,113.0,,113,113,1,1
宮城県,1986,114.0,114.0,,114,114,1,1
宮城県,1987,107.0,107.0,,107,107,1,1
宮城県,1988,112.0,112.0,,112,112,1,1
宮城県,1989,96.0,96.0,,96,96,1,1
宮城県,1990,98.0,98.0,,98,98,1,1
宮城県,1991,105.0,105.0,,105,105,1,1
宮城県,1992,106.0,106.0,,106,106,1,1
宮城県,1993,106.0,106.0,,106,106,1,1
宮城県,1994,105.0,105.0,,105,105,1,1
宮城県,1995,107.0,107.0,,107,107,1,1
宮城県,1996,115.0,115.0,,115,115,1,1
宮城県,1997,101.0,101.0,,101,101,1,1
宮城県,1998,101.0,101.0,,101,101,1,1
宮城県,1999,103.0,103.0,,103,103,1,1
宮城県,2000,109.0,109.0,,109,109,1,1
宮城県,2001,103.0,103.0,,103,103,1,1
宮城県,2002,93.0,93.0,,93,93,1,1
宮城県,2003,104.0,104.0,,104,104,1,1
宮城県,2004,101.0,101.0,,101,101,1,1
宮城県,2005,107.0,107.0,,107,107,1,1
宮城県,2006,108.0,108.0,,108,108,1,1
宮城県,2007,102.0,102.0,,102,102,1,1
宮城県,2008,102.0,102.0,,102,102,1,1
宮城県,2009,100.0,100.0,,100,100,1,1
宮城県,2010,111.0,111.0,,111,111,1,1
宮城県,2011,105.0,105.0,,105,105,1,1
宮城県,2012,114.0,114.0,,114,114,1,1
宮城県,2013,105.0,105.0,,105,105,1,1
宮城県,2014,101.0,101.0,,101,101,1,1
宮城県,2015,99.0,99.0,,99,99,1,1
宮城県,2016,97.0,97.0,,97,97,1,1
宮城県,2017,103.0,103.0,,103,103,1,1
宮城県,2018,94.0,94.0,,94,94,1,1
宮城県,2019,100.0,100.0,,100,100,1,1
宮城県,2020,94.0,94.0,,94,94,1,1
宮城県,2021,90.0,90.0,,90,90,1,1
宮城県,2022,101.0,101.0,,101,101,1,1
宮城県,2023,90.0,90.0,,90,90,1,1
宮城県,2024,100.0,100.0,,100,100,1,1
宮城県,2025,100.0,100.0,,100,100,1,1
宮崎県,1953,93.0,93.0,,93,93,1,1
宮崎県,1954,96.0,96.0,,96,96,1,1
宮崎県,1955,94.0,94.0,,94,94,1,1
宮崎県,1956,95.0,95.0,,95,95,1,1
宮崎県,1957,93.0,93.0,,93,93,1,1
宮崎県,1958,89.0,89.0,,89,89,1,1
宮崎県,1959,89.0,89.0,,89,89,1,1
宮崎県,1960,89.0,89.0,,89,89,1,1
宮崎県,1961,92.0,92.0,,92,92,1,1
宮崎県,1962,96.5,96.5,0.71,96,97,2,2
宮崎県,1963,94.5,94.5,0.71,94,95,2,2
宮崎県,1964,94.0,94.0,0.0,94,94,2,2
宮崎県,1965,97.5,97.5,2.12,96,99,2,2
宮崎県,1966,88.5,88.5,3.54,86,91,2,2
宮崎県,1967,89.0,89.0,2.83,87,91,2,2
宮崎県,1968,91.0,91.0,0.0,91,91,2,2
宮崎県,1969,93.0,93.0,0.0,93,93,2,2
宮崎県,1970,95.0,95.0,2.83,93,97,2,2
宮崎県,1971,93.5,93.5,0.71,93,94,2,2
宮崎県,1972,90.0,90.0,0.0,90,90,2,2
宮崎県,1973,89.5,89.5,0.71,89,90,2,2
宮崎県,1974,90.5,90.5,2.12,89,92,2,2
宮崎県,1975,94.5,94.5,2.12,93,96,2,2
宮崎県,1976,92.0,92.0,1.41,91,93,2,2
宮崎県,1977,86.5,86.5,0.71,86,87,2,2
宮崎県,1978,99.5,99.5,0.71,99,100,2,2
宮崎県,1979,97.0,97.0,1.41,96,98,2,2
宮崎県,1980,95.0,95.0,0.0,95,95,2,2
宮崎県,1981,90.0,90.0,1.41,89,91,2,2
宮崎県,1982,85.0,85.0,2.83,83,87,2,2
宮崎県,1983,95.5,95.5,0.71,95,96,2,2
宮崎県,1984,96.5,96.5,0.71,96,97,2,2
宮崎県,1985,92.5,92.5,3.54,90,95,2,2
宮崎県,1986,92.5,92.5,0.71,92,93,2,2
宮崎県,1987,93.0,93.0,1.41,92,94,2,2
宮崎県,1988,99.0,99.0,2.83,97,101,2,2
宮崎県,1989,90.5,90.5,3.54,88,93,2,2
宮崎県,1990,88.5,88.5,0.71,88,89,2,2
宮崎県,1991,89.0,89.0,2.83,87,91,2,2
宮崎県,1992,94.5,94.5,0.71,94,95,2,2
宮崎県,1993,100.0,100.0,4.24,97,103,2,2
宮崎県,1994,95.5,95.5,0.71,95,96,2,2
宮崎県,1995,100.0,100.0,,100,100,1,1
宮崎県,1996,94.0,94.0,,94,94,1,1
宮崎県,1997,90.0,90.0,,90,90,1,1
宮崎県,1998,91.0,91.0,,91,91,1,1
宮崎県,1999,95.0,95.0,,95,95,1,1
宮崎県,2000,96.0,96.0,,96,96,1,1
宮崎県,2001,92.0,92.0,,92,92,1,1
宮崎県,2002,88.0,88.0,,88,88,1,1
宮崎県,2003,89.0,89.0,,89,89,1,1
宮崎県,2004,93.0,93.0,,93,93,1,1
宮崎県,2005,95.0,95.0,,95,95,1,1
宮崎県,2006,89.0,89.0,,89,89,1,1
宮崎県,2007,93.0,93.0,,93,93,1,1
宮崎県,2008,97.0,97.0,,97,97,1,1
宮崎県,2009,82.0,82.0,,82,82,1,1
宮崎県,2010,92.0,92.0,,92,92,1,1
宮崎県,2011,94.0,94.0,,94,94,1,1
宮崎県,2012,94.0,94.0,,94,94,1,1
宮崎県,2013,81.0,81.0,,81,81,1,1
宮崎県,2014,87.0,87.0,,87,87,1,1
宮崎県,2015,91.0,91.0,,91,91,1,1
宮崎県,2016,96.0,96.0,,96,96,1,1
宮崎県,2017,99.0,99.0,,99,99,1,1
宮崎県,2018,85.0,85.0,,85,85,1,1
宮崎県,2019,95.0,95.0,,95,95,1,1
宮崎県,2020,99.0,99.0,,99,99,1,1
宮崎県,2021,88.0,88.0,,88,88,1,1
宮崎県,2022,87.0,87.0,,87,87,1,1
宮崎県,2023,89.0,89.0,,89,89,1,1
宮崎県,2024,94.0,94.0,,94,94,1,1
宮崎県,2025,92.0,92.0,,92,92,1,1
富山県,1953,102.0,102.0,,102,102,1,1
富山県,1954,98.0,98.0,,98,98,1,1
富山県,1955,100.0,100.0,,100,100,1,1
富山県,1956,106.0,106.0,,106,106,1,1
富山県,1957,110.0,110.0,,110,110,1,1
富山県,1958,101.0,101.0,,101,101,1,1
富山県,1959,96.0,96.0,,96,96,1,1
富山県,1960,100.0,100.0,,100,100,1,1
富山県,1961,103.0,103.0,,103,103,1,1
富山県,1962,103.0,103.0,,103,103,1,1
富山県,1963,104.0,104.0,,104,104,1,1
富山県,1964,105.0,105.0,,105,105,1,1
富山県,1965,112.0,112.0,,112,112,1,1
富山県,1966,105.0,105.0,,105,105,1,1
富山県,1967,103.0,103.0,,103,103,1,1
富山県,1968,104.0,104.0,,104,104,1,1
富山県,1969,105.0,105.0,,105,105,1,1
富山県,1970,109.0,109.0,,109,109,1,1
富山県,1971,103.0,103.0,,103,103,1,1
富山県,1972,104.0,104.0,,104,104,1,1
富山県,1973,101.0,101.0,,101,101,1,1
富山県,1974,107.0,107.0,,107,107,1,1
富山県,1975,104.0,104.0,,104,104,1,1
富山県,1976,103.0,103.0,,103,103,1,1
富山県,1977,104.0,104.0,,104,104,1,1
富山県,1978,108.0,108.0,,108,108,1,1
富山県,1979,97.0,97.0,,97,97,1,1
富山県,1980,104.0,104.0,,104,104,1,1
富山県,1981,104.0,104.0,,104,104,1,1
富山県,1982,96.0,96.0,,96,96,1,1
富山県,1983,103.0,103.0,,103,103,1,1
富山県,1984,115.0,115.0,,115,115,1,1
富山県,1985,104.0,104.0,,104,104,1,1
富山県,1986,105.0,105.0,,105,105,1,1
富山県,1987,98.0,98.0,,98,98,1,1
富山県,1988,109.0,109.0,,109,109,1,1
富山県,1989,93.0,93.0,,93,93,1,1
富山県,1990,94.0,94.0,,94,94,1,1
富山県,1991,105.0,105.0,,105,105,1,1
富山県,1992,101.0,101.0,,101,101,1,1
富山県,1993,106.0,106.0,,106,106,1,1
富山県,1994,105.0,105.0,,105,105,1,1
富山県,1995,101.0,101.0,,101,101,1,1
富山県,1996,108.0,108.0,,108,108,1,1
富山県,1997,97.0,97.0,,97,97,1,1
富山県,1998,95.0,95.0,,95,95,1,1
富山県,1999,96.0,96.0,,96,96,1,1
富山県,2000,105.0,105.0,,105,105,1,1
富山県,2001,99.0,99.0,,99,99,1,1
富山県,2002,91.0,91.0,,91,91,1,1
富山県,2003,101.0,101.0,,101,101,1,1
富山県,2004,92.0,92.0,,92,92,1,1
富山県,2005,102.0,102.0,,102,102,1,1
富山県,2006,102.0,102.0,,102,102,1,1
富山県,2007,98.0,98.0,,98,98,1,1
富山県,2008,97.0,97.0,,97,97,1,1
富山県,2009,98.0,98.0,,98,98,1,1
富山県,2010,96.0,96.0,,96,96,1,1
富山県,2011,101.0,101.0,,101,101,1,1
富山県,2012,107.0,107.0,,107,107,1,1
富山県,2013,96.0,96.0,,96,96,1,1
富山県,2014,98.0,98.0,,98,98,1,1
富山県,2015,94.0,94.0,,94,94,1,1
富山県,2016,92.0,92.0,,92,92,1,1
富山県,2017,98.0,98.0,,98,98,1,1
富山県,2018,89.0,89.0,,89,89,1,1
富山県,2019,95.0,95.0,,95,95,1,1
富山県,2020,94.0,94.0,,94,94,1,1
富山県,2021,87.0,87.0,,87,87,1,1
富山県,2022,96.0,96.0,,96,96,1,1
富山県,2023,86.0,86.0,,86,86,1,1
富山県,2024,101.0,101.0,,101,101,1,1
富山県,2025,96.0,96.0,,96,96,1,1
山口県,1953,100.0,100.0,,100,100,1,1
山口県,1954,96.0,96.0,,96,96,1,1
山口県,1955,95.0,95.0,,95,95,1,1
山口県,1956,100.0,100.0,,100,100,1,1
山口県,1957,101.0,101.0,,101,101,1,1
山口県,1958,98.0,98.0,,98,98,1,1
山口県,1959,95.0,95.0,,95,95,1,1
山口県,1960,97.0,97.0,,97,97,1,1
山口県,1961,96.0,96.0,,96,96,1,1
山口県,1962,100.0,100.0,,100,100,1,1
山口県,1963,101.0,101.0,,101,101,1,1
山口県,1964,98.0,98.0,,98,98,1,1
山口県,1965,101.0,101.0,,101,101,1,1
山口県,1966,96.0,96.0,,96,96,1,1
山口県,1967,96.0,96.0,,96,96,1,1
山口県,1968,98.0,98.0,,98,98,1,1
山口県,1969,102.0,102.0,,102,102,1,1
山口県,1970,103.0,103.0,,103,103,1,1
山口県,1971,98.0,98.0,,98,98,1,1
山口県,1972,102.0,102.0,,102,102,1,1
山口県,1973,92.0,92.0,,92,92,1,1
山口県,1974,95.0,95.0,,95,95,1,1
山口県,1975,95.0,95.0,,95,95,1,1
山口県,1976,99.0,99.0,,99,99,1,1
山口県,1977,91.0,91.0,,91,91,1,1
山口県,1978,97.0,97.0,,97,97,1,1
山口県,1979,99.0,99.0,,99,99,1,1
山口県,1980,99.0,99.0,,99,99,1,1
山口県,1981,96.0,96.0,,96,96,1,1
山口県,1982,92.0,92.0,,92,92,1,1
山口県,1983,99.0,99.0,,99,99,1,1
山口県,1984,103.0,103.0,,103,103,1,1
山口県,1985,99.0,99.0,,99,99,1,1
山口県,1986,99.0,99.0,,99,99,1,1
山口県,1987,98.0,98.0,,98,98,1,1
山口県,1988,104.0,104.0,,104,104,1,1
山口県,1989,92.0,92.0,,92,92,1,1
山口県,1990,90.0,90.0,,90,90,1,1
山口県,1991,102.0,102.0,,102,102,1,1
山口県,1992,95.0,95.0,,95,95,1,1
山口県,1993,99.0,99.0,,99,99,1,1
山口県,1994,95.0,95.0,,95,95,1,1
山口県,1995,100.0,100.0,,100,100,1,1
山口県,1996,98.0,98.0,,98,98,1,1
山口県,1997,91.0,91.0,,91,91,1,1
山口県,1998,95.0,95.0,,95,95,1,1
山口県,1999,96.0,96.0,,96,96,1,1
山口県,2000,96.0,96.0,,96,96,1,1
山口県,2001,94.0,94.0,,94,94,1,1
山口県,2002,87.0,87.0,,87,87,1,1
山口県,2003,91.0,91.0,,91,91,1,1
山口県,2004,93.0,93.0,,93,93,1,1
山口県,2005,98.0,98.0,,98,98,1,1
山口県,2006,97.0,97.0,,97,97,1,1
山口県,2007,92.0,92.0,,92,92,1,1
山口県,2008,95.0,95.0,,95,95,1,1
山口県,2009,91.0,91.0,,91,91,1,1
山口県,2010,91.0,91.0,,91,91,1,1
山口県,2011,97.0,97.0,,97,97,1,1
山口県,2012,97.0,97.0,,97,97,1,1
山口県,2013,87.0,87.0,,87,87,1,1
山口県,2014,89.0,89.0,,89,89,1,1
山口県,2015,91.0,91.0,,91,91,1,1
